gene_id,is_tf,functional_class,go_terms,metabolic_pathways,degree,in_degree,out_degree,betweenness_centrality,closeness_centrality,eigenvector_centrality
SCO_6756,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6223,True,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2321,False,,GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1644,False,,GO:0051603;GO:0005839;GO:0004298;GO:0010498,Proteasome - Streptomyces coelicolor (path:sco03050),0,0,0,0.0,0.0,0.010977087289206643
SCO_4170,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7596,False,,GO:0022857;GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1381,True,,GO:0003677;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0078,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7546,False,,GO:0042626;GO:0016020,Sulfur metabolism - Streptomyces coelicolor (path:sco00920); ABC transporters - Streptomyces coelicolor (path:sco02010),0,0,0,0.0,0.0,0.010977087289206643
SCO_2519,False,,GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7905,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0985,False,Amino Acid Metabolism; Secondary Metabolism,GO:0003871;GO:0008270;GO:0009086,Cysteine and methionine metabolism - Streptomyces coelicolor (path:sco00270); Selenocompound metabolism - Streptomyces coelicolor (path:sco00450); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230),0,0,0,0.0,0.0,0.010977087289206643
SCO_1592,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6432,False,,GO:0031177,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1538,False,,GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6785,False,,GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7207,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2978,False,,,ABC transporters - Streptomyces coelicolor (path:sco02010),0,0,0,0.0,0.0,0.010977087289206643
SCO_4820,False,,GO:0004672;GO:0005524;GO:0006468,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0099,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8172,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8277,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2200,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1812,False,,GO:0022857;GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4036,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5277,False,Secondary Metabolism,GO:0016887,Porphyrin metabolism - Streptomyces coelicolor (path:sco00860); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_4546,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4550,False,Secondary Metabolism,GO:0003824;GO:0051536;GO:0009234,Ubiquinone and other terpenoid-quinone biosynthesis - Streptomyces coelicolor (path:sco00130); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),0,0,0,0.0,0.0,0.010977087289206643
SCO_5225,False,,GO:0009263;GO:0016491,Purine metabolism - Streptomyces coelicolor (path:sco00230); Pyrimidine metabolism - Streptomyces coelicolor (path:sco00240); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Nucleotide metabolism - Streptomyces coelicolor (path:sco01232),0,0,0,0.0,0.0,0.010977087289206643
SCO_7287,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0255,False,,GO:0005524;GO:0008134;GO:0006355;GO:0043565,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4500,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0749,False,Secondary Metabolism,GO:0008460;GO:0009225,Streptomycin biosynthesis - Streptomyces coelicolor (path:sco00521); Polyketide sugar unit biosynthesis - Streptomyces coelicolor (path:sco00523); Biosynthesis of various nucleotide sugars - Streptomyces coelicolor (path:sco00541); Biosynthesis of vancomycin group antibiotics - Streptomyces coelicolor (path:sco01055); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of nucleotide sugars - Streptomyces coelicolor (path:sco01250),0,0,0,0.0,0.0,0.010977087289206643
SCO_3231,False,,GO:0031177,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7552,True,,GO:0003677,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1632,False,,GO:0016020,Protein export - Streptomyces coelicolor (path:sco03060); Bacterial secretion system - Streptomyces coelicolor (path:sco03070),0,0,0,0.0,0.0,0.010977087289206643
SCO_2471,False,,GO:0016829,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0212,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7858,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3610,False,,GO:0008236;GO:0006508,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7854,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2986,False,,GO:0006979,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0762,False,,GO:0004867,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7021,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3431,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5945,False,Amino Acid Metabolism,,Taurine and hypotaurine metabolism - Streptomyces coelicolor (path:sco00430); Cyanoamino acid metabolism - Streptomyces coelicolor (path:sco00460); Glutathione metabolism - Streptomyces coelicolor (path:sco00480); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_1888,False,,GO:0016836;GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5969,False,,GO:0047429;GO:0009143,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4759,False,,GO:0016810;GO:0005975,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4632,False,,GO:0007165,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1176,False,,GO:0016836;GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4615,False,,GO:0003677;GO:0006310;GO:0015074,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7120,False,,GO:0009055;GO:0016491;GO:0016020,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_5603,False,,GO:0016887,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3798,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5996,False,,GO:0005515,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7491,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0826,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1664,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7201,True,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1512,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3201,True,,GO:0003677,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4708,False,,GO:0003723;GO:0003735;GO:0006412;GO:0003676,Ribosome - Streptomyces coelicolor (path:sco03010),0,0,0,0.0,0.0,0.010977087289206643
SCO_6723,False,,GO:0005515,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0449,False,,GO:0043190;GO:0015762,ABC transporters - Streptomyces coelicolor (path:sco02010),0,0,0,0.0,0.0,0.010977087289206643
SCO_6708,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5696,False,Secondary Metabolism,GO:0046429;GO:0016114;GO:0005506;GO:0008299,Terpenoid backbone biosynthesis - Streptomyces coelicolor (path:sco00900); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_3681,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1150,False,,GO:0003735;GO:0006412;GO:0005840,Ribosome - Streptomyces coelicolor (path:sco03010),0,0,0,0.0,0.0,0.010977087289206643
SCO_0137,False,,,Ascorbate and aldarate metabolism - Streptomyces coelicolor (path:sco00053); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Phosphotransferase system (PTS) - Streptomyces coelicolor (path:sco02060),0,0,0,0.0,0.0,0.010977087289206643
SCO_4883,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6245,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1334,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2707,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4455,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0253,True,,GO:0003677,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8276,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8064,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0166,False,,GO:0008976;GO:0006793,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); RNA degradation - Streptomyces coelicolor (path:sco03018),0,0,0,0.0,0.0,0.010977087289206643
SCO_6651,False,,GO:0016757,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2702,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2147,False,Amino Acid Metabolism; Secondary Metabolism,GO:0004048;GO:0000162,"Phenylalanine, tyrosine and tryptophan biosynthesis - Streptomyces coelicolor (path:sco00400); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",0,0,0,0.0,0.0,0.010977087289206643
SCO_3742,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6318,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3534,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5454,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2177,False,,GO:0008818;GO:0051073,Porphyrin metabolism - Streptomyces coelicolor (path:sco00860); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),0,0,0,0.0,0.0,0.010977087289206643
SCO_8228,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0656,False,,GO:0031412;GO:0031411,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2844,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4409,False,,GO:0003700;GO:0006352;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2565,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3408,False,,GO:0004185;GO:0006508,Peptidoglycan biosynthesis - Streptomyces coelicolor (path:sco00550); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_1476,False,Amino Acid Metabolism; Secondary Metabolism,GO:0004478;GO:0006556;GO:0005524,Cysteine and methionine metabolism - Streptomyces coelicolor (path:sco00270); One carbon pool by folate - Streptomyces coelicolor (path:sco00670); Biosynthesis of various plant secondary metabolites - Streptomyces coelicolor (path:sco00999); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),0,0,0,0.0,0.0,0.010977087289206643
SCO_2437,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1128,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3982,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6057,False,,GO:0005524;GO:0016887,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0650,False,,GO:0005198;GO:0012506,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6155,False,,,Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_1286,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2572,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0094,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7800,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6113,False,,GO:0055085;GO:0016020,Quorum sensing - Streptomyces coelicolor (path:sco02024),0,0,0,0.0,0.0,0.010977087289206643
SCO_5486,False,,,Thiamine metabolism - Streptomyces coelicolor (path:sco00730); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240); Sulfur relay system - Streptomyces coelicolor (path:sco04122),0,0,0,0.0,0.0,0.010977087289206643
SCO_4286,False,,GO:0055085,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1435,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3052,False,,GO:0016616;GO:0051287,Pentose and glucuronate interconversions - Streptomyces coelicolor (path:sco00040); Ascorbate and aldarate metabolism - Streptomyces coelicolor (path:sco00053); Amino sugar and nucleotide sugar metabolism - Streptomyces coelicolor (path:sco00520); Biosynthesis of various nucleotide sugars - Streptomyces coelicolor (path:sco00541); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240); Biosynthesis of nucleotide sugars - Streptomyces coelicolor (path:sco01250),0,0,0,0.0,0.0,0.010977087289206643
SCO_1494,False,Amino Acid Metabolism; Secondary Metabolism,GO:0003856;GO:0009073;GO:0005737;GO:0016838,"Phenylalanine, tyrosine and tryptophan biosynthesis - Streptomyces coelicolor (path:sco00400); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",0,0,0,0.0,0.0,0.010977087289206643
SCO_5128,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1256,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3512,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7281,False,,GO:0004176;GO:0004252;GO:0006508,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0963,False,,GO:0051537,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7353,False,,GO:0016209;GO:0016491,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4540,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6558,False,,GO:0016783;GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7559,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1070,False,,GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5164,False,,GO:0004540,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5773,False,Amino Acid Metabolism,GO:0071949,Phenylalanine metabolism - Streptomyces coelicolor (path:sco00360); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Degradation of aromatic compounds - Streptomyces coelicolor (path:sco01220),0,0,0,0.0,0.0,0.010977087289206643
SCO_1576,False,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7249,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4102,True,,GO:0003677;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6640,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3389,False,,GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3468,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6588,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4818,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8114,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2362,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6808,True,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2983,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7358,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2031,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4086,False,Amino Acid Metabolism; Secondary Metabolism,GO:0004044;GO:0009113,"Purine metabolism - Streptomyces coelicolor (path:sco00230); Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor (path:sco00250); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110)",0,0,0,0.0,0.0,0.010977087289206643
SCO_7827,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5779,False,,GO:0016772;GO:0016310,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6838,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7656,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3080,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7665,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8286,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6386,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6369,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5674,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6215,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1925,False,,GO:0016226,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4330,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0469,False,,GO:0051920,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4004,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3888,False,,GO:0016747,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0800,True,,GO:0003677,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2022,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2476,False,,GO:0016491,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6632,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2013,False,,GO:0000160,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1051,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3208,False,,GO:0008233;GO:0006508,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8256,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4609,False,,GO:0004222;GO:0006508,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7305,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3562,False,,GO:0004089;GO:0008270,Nitrogen metabolism - Streptomyces coelicolor (path:sco00910); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_0148,True,,GO:0003677,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2064,False,,GO:0008408;GO:0006260,DNA replication - Streptomyces coelicolor (path:sco03030); Mismatch repair - Streptomyces coelicolor (path:sco03430); Homologous recombination - Streptomyces coelicolor (path:sco03440),0,0,0,0.0,0.0,0.010977087289206643
SCO_3139,False,,GO:0022857;GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6700,False,,GO:0005506;GO:0016702;GO:0018578;GO:0019619;GO:0003824;GO:0008199,Benzoate degradation - Streptomyces coelicolor (path:sco00362); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Degradation of aromatic compounds - Streptomyces coelicolor (path:sco01220),0,0,0,0.0,0.0,0.010977087289206643
SCO_3094,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8051,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1641,False,,GO:0022857;GO:0055085,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0493,False,,GO:0016887,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4473,False,,GO:0017004;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4978,False,,GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
